588.812	0.0128091	
588.844	0.0127848	
588.875	0.013427	
588.906	0.0175107	
588.937	0.0200461	
588.969	0.0231355	
589	0.0135264	
589.031	0.003129	
589.062	0.0014265	
589.094	0.0008441	
589.125	0.0006443	
589.156	0.0004911	
589.187	0.0004495	
589.219	0.0004271	
589.25	0.0004332	
589.281	0.0004799	
589.312	0.0006159	
589.344	0.0007782	
589.375	0.0010815	
589.406	0.0019389	
589.437	0.0080781	
589.469	0.0169699	
589.5	0.0195906	
589.531	0.0199579	
589.562	0.0209278	
589.594	0.0231234	
589.625	0.0221017	
589.656	0.0149996	
589.687	0.0072593	
589.719	0.0027029	
589.75	0.0011992	
589.781	0.0007711	
589.812	0.0005814	
589.844	0.0004495	
589.875	0.0003318	
589.906	0.000275	
589.937	0.0002364	
589.969	0.0002303	
590	0.0002323	
