639.187	0.0003439	
639.219	0.0003257	
639.25	0.0003094	
639.281	0.0003074	
639.312	0.0003257	
639.344	0.0003642	
639.375	0.0004089	
639.406	0.0005124	
639.437	0.0006676	
639.469	0.0009294	
639.5	0.0019652	
639.531	0.0060865	
639.562	0.0119366	
639.594	0.0130942	
639.625	0.0145299	
639.656	0.0044845	
639.687	0.0014052	
639.719	0.0007153	
639.75	0.0005286	
639.781	0.0003866	
639.812	0.0003409	
639.844	0.0003115	
639.875	0.0003013	
639.906	0.0003297	
639.937	0.0004109	
639.969	0.00049	
640	0.000626	
640.031	0.0009699	
640.062	0.0041588	
640.094	0.010089	
640.125	0.0117103	
640.156	0.0119092	
640.187	0.0123546	
640.219	0.0139414	
640.25	0.0148383	
640.281	0.0093555	
640.312	0.0037915	
640.344	0.0014204	
640.375	0.0007812	
